id,source,reference,prompt_type,model,llm_score,raw_response
24,"Die Häuser Untersendlings konzentrieren sich um 1856 entlang der heutigen Plinganserstraße, die erst 1878 nach Georg Sebastian Plinganser benannt wurde, einem Anführer des Aufstands der bayerischen Bauern gegen Österreich 1705.","Around 1856, Untersendling's houses are concentrated along what is today Plinganserstraße, which was first named in 1878 after Georg Sebastian Plinganser, a ringleader of the Bavarian farmers' revolt against Austria in 1705.",zero_shot,llama-3.1-8b-instant,4,4
25,"Wo heute der Westpark ist, sieht man nichts als Felder - auf den ersten Blick: Beim Hineinzoomen erscheint eine kleinteiligere Karte mit dutzenden Linien und Zahlen: handschriftlich nummerierte Flurstücke aus der sogenannten ""Uraufnahme"", aus der die Grundsteuer abgeleitet wurde.","Where the West Park is today, one sees nothing but field – at first sight: upon zooming in, a more detailed small-scale map with dozens of lines and numbers appears: hand-numbered plots from the so-called ""original record"", from which the property tax was derived.",zero_shot,llama-3.1-8b-instant,4,4
26,"Kleine Parzellen belegen dort heute keine Landwirte mehr - sondern Kleingärtner der Anlage ""Land in Sonne"".","Today, it is no longer farmers who occupy small parcels there – rather, it is allotment holders of the ""Land in Sonne"" facility.",zero_shot,llama-3.1-8b-instant,4,4
27,Eine große Grünfläche zeichnet sich nördlich von Untersendling ab.,A large green area is apparent to the north of Untersendling.,zero_shot,llama-3.1-8b-instant,4,4
28,"Die Theresienwiese, seit 1810 Schauplatz des Oktoberfests, war im 19. Jahrhundert tatsächlich noch eine Wiese - und keine Betonwüste.","Theresienwiese, since 1810 the scene of Oktoberfest, was in the 19th century still actually a ""Wiese"" – a meadow – and not a concrete wasteland.",zero_shot,llama-3.1-8b-instant,4,4
29,Auf der anderen Seite der Isar gibt die historische Karte einen Einblick in die Geschichte der psychiatrischen Medizin.,"On the other side of the Isar, the historical map gives an insight into the history of psychiatric medicine.",zero_shot,llama-3.1-8b-instant,4,4
30,"Im Urpositionsblatt liest man im Gebiet des heutigen Bezirks Au-Haidhausen nicht nur den Straßennamen ""am Gasteig"" oder von der Anhöhe ""Auf der Lüften"" - sondern auch in großen Buchstaben ""Irren Anstalt"".","In the original lay-of-the-land sheet, in the area where today the borough of Au-Haidhausen is, one can make out not only the street name ""am Gasteig"" or the elevation ""Auf der Lüften"" – but can actually read in large letters ""mental asylum"".",zero_shot,llama-3.1-8b-instant,4,4
31,"Ja, hier an der Auerfeldstraße sperrte man einst Menschen mit Wahnvorstellungen ein.","Yes, here on Auerfeldstraße, they once imprisoned people with delusions.",zero_shot,llama-3.1-8b-instant,4,4
32,"Dort war 1858/59 die Münchner Kreis-Irrenanstalt ""Auf der Auer Lüften"" entstanden.","The Munich district mental asylum ""Auf der Auer Lüften"" had come to life there in 1858/59.",zero_shot,llama-3.1-8b-instant,4,4
33,"Ab 1872 leitete Dr. Bernhard von Gudden die Einrichtung - jener Psychiater, der in Zusammenhang mit dem Tod von König Ludwigs II. gebracht wird.","From 1872, Dr. Bernhard von Gudden led the institution – the psychiatrist who is associated with the death of King Ludwig II.",zero_shot,llama-3.1-8b-instant,4,4
34,"""Er war fortschrittlich für seine Zeit und beendete zum Beispiel das Anketten der sogenannten Irren.","""He was progressive for his time and ended, for example, the practice of chaining up the so-called mad men.",zero_shot,llama-3.1-8b-instant,4,4
35,"Außerdem hat er dem Personal untersagt, Gewalt gegen die Insassen anzuwenden"", sagt Hermann Wilhelm, Leiter des Museums Haidhausen, der sich für eine Ausstellung mit der Anstalt beschäftigt hat.","What is more, he forbade the staff from using violence against the inmates,"" says Hermann Wilhelm, leader of the Haidhausen Museum, which has been busying itself for an exhibition with the establishment.",zero_shot,llama-3.1-8b-instant,4,4
36,"Für 280 Patienten war zunächst Platz gewesen, später wurde auf 500 Plätze erweitert.",Originally there was place for 280 patients; later this was expanded to 500 places.,zero_shot,llama-3.1-8b-instant,4,4
37,Irgendwann reichte auch diese Kapazität nicht mehr aus - der Grund für den Bau der Kreisirrenanstalt in Haar 1905.,At some point even this capacity was no longer enough – the reason why the district mental asylum in Haar was constructed in 1905.,zero_shot,llama-3.1-8b-instant,4,4
38,"Dort befindet sich seit 2006 das Isar-Amper-Klinikum München-Ost, eine der größten Psychiatrien Deutschlands.","The Isar Amper Clinic, East Munich, has been located there since 2006, one of the largest psychiatric units in Germany.",zero_shot,llama-3.1-8b-instant,4,4
39,Auf dem Areal der ehemaligen Auer Anstalt begegnen sich nun Jugendliche im Münchner Salesianum.,"On the plot of the former Auer institution, young people now meet in the Munich Salesianum.",zero_shot,llama-3.1-8b-instant,4,4
40,Der Orden erwarb den Gebäudekomplex 1920 und wandelte ihn in ein Jugendheim mit Ausbildungsbetrieben um.,The order acquired the building complex in 1920 and converted it into a youth centre with training programmes.,zero_shot,llama-3.1-8b-instant,4,4
41,"Westlich liegt der Fußballplatz des TSV München Ost, östlich Wohnhäuser aus den 1980er Jahren.","To the west lies the football pitch of TSV München Ost, and to the east, residential houses from the 1980s.",zero_shot,llama-3.1-8b-instant,4,4
42,"2015 errichtete man das Kinder-Haus ""Casa Don Bosco"" - in architektonischer Anlehnung an den Ursprungsbau der Irrenanstalt, der im Zweiten Weltkrieg bei Bombenangriffen zerstört worden war.","In 2015, the ""Casa Don Bosco"" nursery was built – in the architectural style of the original mental asylum building, which had been destroyed in the Second World War in bomb attacks.",zero_shot,llama-3.1-8b-instant,4,4
43,"Der Marienplatz war um 1856 als ""Haupt Platz"" verzeichnet, die Kaufingerstraße hieß ""Kaufinger Gasse"".","Marienplatz was recorded as the ""main square"" in around 1856, and Kaufingerstraße was called ""Kaufinger Gasse"".",zero_shot,llama-3.1-8b-instant,4,4
44,Eine entscheidende Veränderung brachte der Zweite Weltkrieg auch im Herzen Münchens.,The Second World War also brought a decisive change to the heart of Munich.,zero_shot,llama-3.1-8b-instant,4,4
45,Die Bomben der Alliierten rissen im Dezember 1944 viele Löcher in die Innenstadt.,The bombs of the Allies tore many holes in the city centre in December 1944.,zero_shot,llama-3.1-8b-instant,4,4
46,Ein großes blieb bis heute - am Marienhof.,One big one remains up to this day – at the Marienhof.,zero_shot,llama-3.1-8b-instant,4,4
47,"Das Englische Institut, kleine Geschäftshäuser und eine Gruftkapelle aus dem Mittelalter standen einst am Marienhof, wo dieser Tage die Vorarbeiten und am 5. April 2017 der Spatenstich für die zweite S-Bahn-Stammstrecke erfolgen.","The English Institute, small commercial premises and a crypt chapel from the Middle Ages once stood in the Marienhof, where these days, preparations for the second S-Bahn main line are underway, with first digging to follow on 5th April 2017.",zero_shot,llama-3.1-8b-instant,4,4
48,Mit dem Schieberegler lässt sich die alte München-Karte mit dem Luftbild von heute vergleichen - und das Loch am Marienhof auffüllen.,You can use the slider control to compare the old Munich map with the aerial view from today – and to fill in the hole at the Marienhof.,zero_shot,llama-3.1-8b-instant,4,4
49,Bürgerrechtsgruppe veröffentlicht Reisewarnung für Missouri,Civil rights group issues travel warning for Missouri,zero_shot,llama-3.1-8b-instant,4,4
